ds,y,CPI for Commodities less Food and Energy,CPI for Communication,CPI for Education,CPI for Energy,CPI for Food,CPI for Gas,CPI for Medical Services,CPI for Shelter,Employment,Export Price Index,Fed rates,Import Price Index,Unemployment,Hourly Earnings,Avg Bank Rates,Nominal GDP,USD Strength
2022-08-01,295.62,167.381,74.895,283.499,301.045,310.664,341.383,605.32,356.894,158732.0,158.3,2.33,144.6,6014.0,32.36,5.5,25869.257,122.4264
2022-09-01,296.761,167.413,74.813,284.498,294.705,313.101,324.646,611.319,359.567,158936.0,156.0,2.56,143.0,5753.0,32.49,5.73,25813.68,125.748
2022-10-01,298.062,166.779,74.765,284.849,300.013,314.983,337.609,607.635,362.268,158608.0,155.5,3.08,142.7,6059.0,32.64,6.25,25992.269,127.645
2022-11-01,290.0661514609435,166.71261952505512,76.18620134658893,282.6882004310277,272.48990271128173,304.0415604832139,294.5431159059629,602.0065090746364,353.86545624592003,156199.40459504756,155.81287654786098,0.7413647374848686,140.78151348678387,6558.613644733036,32.55657212289454,4.076582551558883,25601.486208338625,116.56206616590383
2022-12-01,291.2605948941148,167.01716736656752,76.10974955850367,283.3000360260157,272.79556998681755,305.64831677810344,284.6224869606458,604.6791692388902,355.30155962447833,155642.10215720342,156.20212137949343,0.8182444149904127,139.80854487750253,7210.380878373488,32.67944065759316,4.129411973929519,25658.943738280723,118.05435035225864
2023-01-01,291.6715782110232,168.317911336446,76.3638472490658,283.49449985077615,271.8952368725808,306.5368091148466,295.2980096228979,604.7375776628406,355.69086303188493,157105.1938264572,157.9768602317107,0.7846412396678613,141.06152688509317,5772.5956076983,32.796703879281345,4.159792958451549,25844.117581269293,116.79070992733617
2023-02-01,294.0519219481587,170.41877479924216,76.76304868345679,283.62756634871045,270.5245546751719,306.86771034541,304.43338444051346,603.8001487458097,355.9104043095616,159713.6387714033,162.9328477184071,0.8908021150151475,142.19159923773628,3051.1987054493948,33.00313751882089,4.425218662735801,26118.182474901325,116.23470099483973
2023-03-01,295.7894541935052,170.2478588981063,75.79590453197743,285.1706103649908,277.525291372065,312.55399505302387,266.351759358162,609.3651791410157,359.765610335252,156156.50513138043,165.70675875798509,1.2177086200719156,140.63703238799795,6398.475581624703,33.171417969955236,4.625366317112685,26166.774594801846,121.07572317795763
2023-04-01,296.6827520983152,170.40780819153477,75.9482468277598,285.47531617869953,282.47774046568776,312.9533400474366,280.0323277506664,611.9213004858,360.4270315052628,156062.0326159745,164.2880440466516,1.2408425554305014,142.77782742061478,7219.7908549694275,33.17211986062853,4.561444082226756,26299.28459956913,119.39858920221263
2023-05-01,298.20583124078485,171.55355958298003,75.911512481848,286.0388599617056,284.9292299142793,314.8038717766242,272.8036431622236,613.6280065335925,361.8275043032084,156668.67687719714,167.29029353611307,1.3882089551698256,143.80625431265898,6644.747280352314,33.33592785200418,4.764730269343522,26465.946410422537,119.93980153105785
2023-06-01,298.97586084054046,171.99349608415952,76.07567585416282,286.27985769944354,288.68268253246663,315.5000064884358,294.8612545479932,614.9772221531271,362.36650824225956,155743.81138415515,165.88152655123315,1.3286270588761377,144.54998010646625,7044.763088821457,33.42827266756928,4.653645480971756,26465.483412026606,119.09150581540696
2023-07-01,300.1076590573068,172.81929568776803,76.04756493519994,286.73176006130416,287.97159631612504,317.2094515897067,284.70770061896786,616.5869150065882,363.81450962400817,156432.49149233184,167.3799779385025,1.4537246195707167,144.30218013494198,6654.533808542454,33.56859816534828,4.831608949414337,26654.27132696336,119.69008392329036
2023-08-01,300.60200829835117,173.13301103412513,76.28290463421646,287.24875974584455,290.03297839873926,317.91343642310846,300.0149721297855,617.3904340650045,364.2962054710297,156211.01947962862,166.16522071699848,1.3184315065114012,144.46076126247394,6749.459522408708,33.63490690417375,4.695933960613178,26813.29919117861,119.23111538723441
